step,top_1_accuracy,top_3_accuracy,time
0,0.338285716516631,0.6947428711823055,2.9251833813531056
1,0.4013714300734656,0.7554285739149366,1.9597105128424508
2,0.4459428574357714,0.7905142860753196,2.0593871559415544
3,0.4538285732269287,0.8050285748073033,2.1988781009401595
4,0.489257139819009,0.8198857137135097,2.3510000705718994
5,0.4940571444375174,0.8214857109955379,2.247455886432103
6,0.5128000059298107,0.8301714360713959,2.280531542641776
7,0.5307428666523525,0.8443428490843091,2.364176188196455
8,0.5229714299951281,0.8462857135704586,2.2676676341465543
9,0.5386285739285606,0.8459428591387612,2.2870410680770874
10,0.5413714349269867,0.8464000054768154,2.3512648173740933
11,0.5497142842837742,0.8585142833845956,2.3715431690216064
12,0.5533714315720967,0.8541714208466666,2.3172332559313094
13,0.5615999954087394,0.8607999980449677,2.3479942423956737
14,0.5760000007493156,0.8640000011239733,2.240053483418056
15,0.5706285749162946,0.8643428598131452,2.2737498453685214
16,0.5762285675321307,0.8714285748345512,2.267846771648952
17,0.5766857181276593,0.8633142794881549,2.3674307550702776
18,0.5866285732814244,0.8666285744735173,2.202317714691162
19,0.5891428632395608,0.874742865562439,2.315018194062369
20,0.5972571500710079,0.8782857145581927,2.2099671363830566
21,0.6020571504320417,0.8766857172761645,2.2009148257119313
22,0.6074285762650626,0.8797714284488133,2.356085555894034
23,0.5931428585733686,0.8746285779135567,2.26785751751491
24,0.6066285712378365,0.8750857157366616,2.313103829111372
25,0.6116571468966348,0.8837714280400958,2.3429220744541714
26,0.625828572681972,0.891314297914505,2.36041944367545
27,0.612342860017504,0.887542860848563,2.4237217562539235
28,0.6138285739081246,0.8783999979496002,2.3319879599979947
29,0.6268571444920131,0.8853714295795986,2.233542936188834
30,0.6324571456227984,0.8918857233864921,2.2354862860270908
31,0.6340571429048266,0.8921142901693072,2.296539272580828
32,0.6430857138974326,0.8953142932483128,2.3455805437905446
33,0.648571423121861,0.8996571472712925,2.2537331921713695
34,0.6373714336327144,0.8918857148715428,2.2723477567945207
35,0.650285712310246,0.8933714245046888,2.334628326552255
36,0.6500571540423802,0.8908571430615017,2.399310367447989
37,0.6620571528162275,0.9028571546077728,2.250080704689026
38,0.6612571477890015,0.9045714352812085,2.43761944770813
39,0.6597714253834316,0.9033142839159284,2.2592662402561734
40,0.6682285751615252,0.9052571398871285,2.2567277806145802
41,0.6834285727569035,0.9120000089917865,2.395681006567819
42,0.67428571837289,0.9075428545475006,2.267409324645996
