step,top_1_accuracy,top_3_accuracy,time
0,0.34971428556101664,0.7015999981335231,3.2441371509007046
1,0.4008000024727413,0.7569142835480827,1.3264651468821935
2,0.4442285703761237,0.7878857169832502,1.3109185695648193
3,0.4630857152598245,0.7995428485529763,1.3861910956246513
4,0.48582856569971355,0.8215999986444201,1.5991167511258806
5,0.48548570701054167,0.8235428588730949,1.569053326334272
6,0.518400007060596,0.8384000062942505,1.5600155081067766
7,0.5228571380887713,0.8384000020367759,1.7037656477519445
8,0.5318857133388519,0.8451428583690098,1.5695623670305525
9,0.5453714345182691,0.8458285629749298,1.6165015356881278
10,0.546057151896613,0.8507428594997951,1.7523980140686035
11,0.5518857155527387,0.8548571424824851,1.5803796223231725
12,0.5512000024318695,0.8518857104437692,1.6333776542118617
13,0.5622857170445579,0.8555428556033543,1.7111746072769165
14,0.5762285717896053,0.8663999991757529,1.6004066637584142
15,0.5728000019277845,0.8710857204028538,1.5587676933833532
16,0.5703999996185303,0.8636571424348014,1.6052569150924683
17,0.5732571482658386,0.8623999995844704,1.6156424624579293
18,0.5805714300700596,0.8674285752432687,1.5545458793640137
19,0.5982857176235744,0.8820571431091854,1.6671044996806554
20,0.5881142956869942,0.870971428496497,1.6779168163027083
21,0.595085723059518,0.876228575195585,1.602700114250183
22,0.6127999978406089,0.8817142801625388,1.7204616240092687
23,0.6097142951829093,0.878514289855957,1.6730274983814784
24,0.6169142935957227,0.882971431527819,1.6748306921550207
25,0.5984000052724566,0.8665142910821098,1.688207404954093
26,0.6176000024591174,0.8765714381422315,1.6679013967514038
27,0.6369142958096096,0.8925714322498867,1.6671543972832816
28,0.6188571410519736,0.8878857152802604,1.689085262162345
29,0.6417142876556942,0.892000002520425,1.6285569156919206
30,0.6236571371555328,0.8839999948229108,1.5675802401133947
31,0.6418285753045764,0.8929142866815839,1.6072484595435006
32,0.624571429831641,0.8886857203074864,1.563982708113534
33,0.6450285698686328,0.8949714260441917,1.5801656757082259
34,0.6398857150759015,0.8930285743304661,1.593823994909014
35,0.6585142867905753,0.9021714329719543,1.6275474854878016
36,0.6577142817633492,0.8972571407045636,1.6311883415494646
37,0.6636571415833065,0.9066285703863416,1.6168971913201469
38,0.670628581728254,0.9020571453230721,1.6650536060333252
39,0.6586285701819828,0.9008000024727413,1.6320538009916032
40,0.6594285709517342,0.9038857093879155,1.634136710848127
41,0.6631999952452523,0.9024000040122441,1.640002659388951
42,0.6580571447099958,0.9023999954972949,1.6151771715709142
