step,top_1_accuracy,top_3_accuracy
1391,0.3628999888896942,0.7050999999046326
2992,0.42340001463890076,0.7662000060081482
4591,0.4374000132083893,0.7694000005722046
6175,0.47760000824928284,0.8062000274658203
7773,0.48500001430511475,0.8111000061035156
9352,0.5062000155448914,0.8302000164985657
10928,0.5324000120162964,0.8398000001907349
12503,0.515500009059906,0.8337000012397766
14074,0.5264000296592712,0.8471999764442444
15632,0.5038999915122986,0.8256000280380249
17229,0.5412999987602234,0.8489000201225281
18803,0.5746999979019165,0.86080002784729
20388,0.5623999834060669,0.8565000295639038
21967,0.5418999791145325,0.8396999835968018
23536,0.5764999985694885,0.8607000112533569
25109,0.5687000155448914,0.8636000156402588
26877,0.5846999883651733,0.880299985408783
28790,0.5997999906539917,0.871999979019165
30456,0.6140000224113464,0.8817999958992004
32123,0.5992000102996826,0.8647000193595886
33796,0.5995000004768372,0.8795999884605408
35445,0.5426999926567078,0.8422999978065491
37118,0.6413000226020813,0.8914999961853027
38990,0.5823000073432922,0.8654999732971191
40685,0.6545000076293945,0.8939999938011169
42448,0.5777000188827515,0.8192999958992004
44566,0.6644999980926514,0.9025999903678894
46495,0.6348999738693237,0.8938000202178955
48428,0.5859000086784363,0.8518999814987183
50367,0.6035000085830688,0.8787999749183655
52298,0.6919000148773193,0.9179999828338623
54233,0.629800021648407,0.8743000030517578
56172,0.6675000190734863,0.9057000279426575
58296,0.6123999953269958,0.8457000255584717
60225,0.5986999869346619,0.8398000001907349
62184,0.6504999995231628,0.8892999887466431
64130,0.6187000274658203,0.8876000046730042
66054,0.6723999977111816,0.8973000049591064
67994,0.6421999931335449,0.8906999826431274
70184,0.635699987411499,0.8665000200271606
72365,0.6657000184059143,0.9124000072479248
74528,0.6908000111579895,0.9132999777793884
76494,0.6474000215530396,0.8917999863624573
78460,0.6783000230789185,0.911300003528595
80388,0.6535000205039978,0.9086999893188477
82330,0.659600019454956,0.9050999879837036
84519,0.708899974822998,0.9240999817848206
86524,0.6294999718666077,0.8906000256538391
88771,0.7228000164031982,0.9251000285148621
90785,0.6624000072479248,0.882099986076355
92795,0.6969000101089478,0.9254999756813049
94778,0.692300021648407,0.9053999781608582
96756,0.7146999835968018,0.9110999703407288
98756,0.6643000245094299,0.890999972820282
100765,0.7348999977111816,0.9287999868392944
102794,0.7257000207901001,0.935699999332428
105025,0.7232999801635742,0.9265000224113464
107057,0.666100025177002,0.8892999887466431
109079,0.7016000151634216,0.914900004863739
110620,0.718500018119812,0.916100025177002
112164,0.715499997138977,0.91839998960495
113723,0.72079998254776,0.9190999865531921
115466,0.6967999935150146,0.9110999703407288
117010,0.7121999859809875,0.9269999861717224
118543,0.7303000092506409,0.9297000169754028
120074,0.7439000010490417,0.942300021648407
121646,0.7192000150680542,0.930899977684021
123388,0.7433000206947327,0.9363999962806702
124942,0.7300000190734863,0.9319000244140625
126491,0.7340999841690063,0.9330000281333923
128045,0.6711999773979187,0.9153000116348267
129579,0.7197999954223633,0.9200000166893005
131129,0.724399983882904,0.9363999962806702
132682,0.7390000224113464,0.9330000281333923
134228,0.7024000287055969,0.9157000184059143
135817,0.762499988079071,0.9416000247001648
137381,0.7455999851226807,0.9406999945640564
138942,0.7218999862670898,0.9190000295639038
140488,0.7620000243186951,0.942300021648407
142036,0.7559999823570251,0.9391000270843506
143585,0.7804999947547913,0.9513999819755554
145149,0.7529000043869019,0.9430000185966492
146702,0.767799973487854,0.9502999782562256
148244,0.7727000117301941,0.9441999793052673
149780,0.7766000032424927,0.9472000002861023
151541,0.7651000022888184,0.9448000192642212
153099,0.7754999995231628,0.9506000280380249
154662,0.7803000211715698,0.9478999972343445
156210,0.7752000093460083,0.9491999745368958
157775,0.77920001745224,0.9578999876976013
159508,0.7767999768257141,0.9488000273704529
161063,0.7736999988555908,0.949400007724762
162621,0.7678999900817871,0.9431999921798706
164156,0.786300003528595,0.9485999941825867
165700,0.734499990940094,0.948199987411499
167255,0.776199996471405,0.9538999795913696
168805,0.7628999948501587,0.9417999982833862
170356,0.7910000085830688,0.9514999985694885
171899,0.8030999898910522,0.958299994468689
173447,0.7908999919891357,0.9577000141143799
175181,0.7843999862670898,0.9513999819755554
176726,0.7883999943733215,0.9470999836921692
178270,0.7946000099182129,0.9555000066757202
179827,0.7804999947547913,0.9531000256538391
181586,0.75,0.9402999877929688
183118,0.7936999797821045,0.9490000009536743
184655,0.807699978351593,0.9620000123977661
186188,0.8030999898910522,0.9592000246047974
187748,0.7803000211715698,0.9483000040054321
189296,0.789900004863739,0.954200029373169
191049,0.7967000007629395,0.9569000005722046
192814,0.7839999794960022,0.9589999914169312
194368,0.8228999972343445,0.9646999835968018
195897,0.7695000171661377,0.9406999945640564
197632,0.8043000102043152,0.9584000110626221
199374,0.7847999930381775,0.9509999752044678
200910,0.8026999831199646,0.9505000114440918
202438,0.8169999718666077,0.9643999934196472
203972,0.8136000037193298,0.9587000012397766
205553,0.8194000124931335,0.9639999866485596
207094,0.8199999928474426,0.967199981212616
208628,0.8075000047683716,0.9628000259399414
210161,0.8274999856948853,0.9696000218391418
211715,0.819100022315979,0.9660999774932861
213256,0.8185999989509583,0.9639999866485596
214800,0.8001000285148621,0.9573000073432922
216565,0.8129000067710876,0.9610000252723694
218118,0.8285999894142151,0.9682999849319458
219876,0.814300000667572,0.9657999873161316
221448,0.8356000185012817,0.9674999713897705
223008,0.8234000205993652,0.963699996471405
224558,0.8242999911308289,0.9642999768257141
226107,0.8305000066757202,0.9685999751091003
227652,0.8345000147819519,0.96670001745224
229193,0.8248999714851379,0.965499997138977
230753,0.8021000027656555,0.9555000066757202
232295,0.819599986076355,0.9656000137329102
234032,0.8294000029563904,0.965499997138977
235573,0.8327000141143799,0.9628999829292297
237123,0.8331999778747559,0.9692000150680542
238664,0.8284000158309937,0.9675999879837036
240223,0.847000002861023,0.9732999801635742
241793,0.8294000029563904,0.9684000015258789
243341,0.83160001039505,0.9688000082969666
245085,0.8306999802589417,0.9693999886512756
246632,0.8205000162124634,0.9697999954223633
248231,0.8425999879837036,0.9728000164031982
249781,0.8403000235557556,0.9721999764442444
251316,0.8507999777793884,0.9711999893188477
252869,0.8511999845504761,0.9746999740600586
254417,0.8360999822616577,0.9660999774932861
255932,0.8525999784469604,0.9742000102996826
257466,0.8434000015258789,0.9745000004768372
258995,0.8453999757766724,0.9733999967575073
260521,0.8497999906539917,0.9733999967575073
262057,0.847000002861023,0.9713000059127808
263798,0.8422999978065491,0.97079998254776
265349,0.8585000038146973,0.9749000072479248
266893,0.8503000140190125,0.9747999906539917
269018,0.8611999750137329,0.9772999882698059
270933,0.8461999893188477,0.9739000201225281
272886,0.8596000075340271,0.9733999967575073
274811,0.8485999703407288,0.9732999801635742
276919,0.8586000204086304,0.9760000109672546
278845,0.8493000268936157,0.975600004196167
281793,0.8589000105857849,0.977400004863739
283999,0.8605999946594238,0.9764000177383423
286219,0.8561000227928162,0.9761000275611877
288570,0.8600999712944031,0.9761000275611877
290769,0.8555999994277954,0.9735999703407288
292516,0.8672000169754028,0.978600025177002
294057,0.8673999905586243,0.9764000177383423
295622,0.8654999732971191,0.9782000184059143
297377,0.8626999855041504,0.9740999937057495
298923,0.8671000003814697,0.9769999980926514
300473,0.8733999729156494,0.9794999957084656
302022,0.8701000213623047,0.9783999919891357
303562,0.8607000112533569,0.9771000146865845
305100,0.8720999956130981,0.9776999950408936
306656,0.8730000257492065,0.9779999852180481
308204,0.8669999837875366,0.9769999980926514
309770,0.8723000288009644,0.9782000184059143
311323,0.8758999705314636,0.9767000079154968
312860,0.8791000247001648,0.9779000282287598
314418,0.8758999705314636,0.9785000085830688
316170,0.8725000023841858,0.9801999926567078
