step,accuracy,time
0,0.31279999762773514,2.069149911403656
1,0.36239999532699585,2.185063272714615
2,0.41360000520944595,2.2148938179016113
3,0.4399999976158142,2.3222855031490326
4,0.4551999941468239,2.5392070412635803
5,0.48919999599456787,2.520177572965622
6,0.4835999980568886,2.5168308317661285
7,0.4852000027894974,2.529614567756653
8,0.5047999992966652,2.6140878796577454
9,0.5156000107526779,2.501311272382736
10,0.5287999957799911,2.6863200664520264
11,0.537200003862381,2.646888107061386
12,0.5356000065803528,2.580665796995163
13,0.547200009226799,2.5266592502593994
14,0.5660000145435333,2.4926809668540955
15,0.5655999928712845,2.583514928817749
16,0.5743999928236008,2.608822673559189
17,0.5760000050067902,2.492579907178879
18,0.5819999873638153,2.5393794178962708
19,0.5980000048875809,2.523178309202194
20,0.5939999967813492,2.5161685049533844
21,0.5996000170707703,2.588107794523239
22,0.6168000102043152,2.6826105415821075
23,0.6035999953746796,2.6316930055618286
24,0.6476000100374222,2.530626058578491
25,0.6423999965190887,2.6270401179790497
26,0.6459999978542328,2.616508364677429
27,0.6420000046491623,2.566875457763672
28,0.6403999775648117,2.4936718344688416
29,0.6739999949932098,2.52966046333313
30,0.6555999964475632,2.510390490293503
31,0.6687999963760376,2.584852784872055
32,0.6831999868154526,2.585512489080429
33,0.6763999909162521,2.5850496888160706
34,0.6891999989748001,2.609530806541443
35,0.6791999936103821,2.6945790350437164
36,0.7015999853610992,2.4049891531467438
37,0.6979999989271164,2.4730088114738464
38,0.7051999866962433,2.5582083761692047
39,0.7071999758481979,2.564331531524658
40,0.7304000109434128,2.6594111919403076
41,0.7075999975204468,2.514692395925522
42,0.7176000028848648,2.5271471440792084
43,0.7312000095844269,2.5341432690620422
44,0.729200005531311,2.536029487848282
45,0.7300000041723251,2.689941853284836
46,0.7207999974489212,2.596061557531357
47,0.7168000042438507,2.592983692884445
48,0.7403999865055084,2.652616798877716
49,0.7360000014305115,2.5906187295913696
50,0.7243999987840652,2.584466129541397
51,0.7339999973773956,2.5765720903873444
52,0.756400004029274,2.4774130284786224
53,0.7448000013828278,2.7141716480255127
54,0.7487999945878983,2.460345357656479
55,0.7611999958753586,2.4837367832660675
56,0.7540000081062317,2.600397616624832
57,0.7676000148057938,2.508333683013916
58,0.7631999999284744,2.5879125595092773
59,0.7735999971628189,2.524205058813095
60,0.766400009393692,2.691138356924057
61,0.7828000038862228,2.468916952610016
62,0.7767999917268753,2.6057130098342896
63,0.7784000039100647,2.4538562893867493
64,0.7823999971151352,2.4561129808425903
65,0.7820000201463699,2.646714925765991
66,0.797200009226799,2.5485180616378784
67,0.7823999971151352,2.5272441804409027
68,0.7799999862909317,2.570306271314621
69,0.7883999943733215,2.5539043247699738
70,0.7975999861955643,2.5518185198307037
71,0.7880000025033951,2.6272247433662415
72,0.8016000092029572,2.6013702154159546
73,0.8052000105381012,2.6131045520305634
74,0.7939999997615814,2.6562715768814087
75,0.8027999997138977,2.5643393099308014
76,0.792399987578392,2.5096099376678467
77,0.7839999943971634,2.5349465012550354
78,0.7875999957323074,2.5054396390914917
79,0.803600013256073,2.4870345294475555
80,0.8140000104904175,2.6206254959106445
81,0.8155999928712845,2.621955454349518
82,0.8040000051259995,2.5102378726005554
83,0.7996000051498413,2.493996024131775
84,0.8131999969482422,2.481775015592575
85,0.8084000051021576,2.5158397555351257
86,0.8140000104904175,2.6053643226623535
87,0.8155999928712845,2.6589191257953644
88,0.8132000118494034,2.6106665432453156
89,0.8235999941825867,2.5009738504886627
90,0.8120000064373016,2.4628338515758514
91,0.8108000010251999,2.592749744653702
92,0.8291999995708466,2.5869853496551514
93,0.8212000131607056,2.551962912082672
94,0.8288000077009201,2.547329753637314
95,0.8167999982833862,2.5805675983428955
96,0.8267999887466431,2.6468681693077087
97,0.8256000131368637,2.451433539390564
98,0.8283999860286713,2.5961643159389496
99,0.8275999873876572,2.614115446805954
100,0.8343999981880188,2.5149786472320557
101,0.835999995470047,2.6194562017917633
102,0.8252000063657761,2.6490917801856995
103,0.8304000049829483,2.5314797163009644
104,0.8260000050067902,2.640009969472885
105,0.8291999995708466,2.5122130215168
106,0.8304000198841095,2.5388802587985992
107,0.8335999995470047,2.5326167941093445
108,0.8315999954938889,2.6059649288654327
109,0.8315999954938889,2.598633199930191
110,0.833199992775917,2.541724532842636
111,0.8396000117063522,2.5302002131938934
112,0.8336000144481659,2.4926564395427704
113,0.844400018453598,2.4681121110916138
114,0.8368000090122223,2.5570458471775055
115,0.8387999981641769,2.5324200987815857
116,0.8399999886751175,2.5269461572170258
117,0.8448000103235245,2.498939126729965
118,0.846000000834465,2.6627719700336456
119,0.8428000062704086,2.524702399969101
120,0.8527999967336655,2.624534100294113
121,0.8392000049352646,2.638821601867676
122,0.8460000157356262,2.5954730212688446
123,0.8535999953746796,2.7350814044475555
124,0.8483999967575073,2.528019517660141
125,0.8464000076055527,2.463092803955078
126,0.856799989938736,2.513735920190811
127,0.8532000035047531,2.548099786043167
128,0.8636000007390976,2.553953528404236
129,0.854400023818016,2.574829339981079
130,0.8675999939441681,2.562826246023178
131,0.8555999994277954,2.5188791751861572
132,0.86039999127388,2.6087918877601624
133,0.8540000021457672,2.5539143681526184
134,0.8508000075817108,2.532900094985962
135,0.8560000061988831,2.5735543966293335
136,0.8636000007390976,2.53236922621727
137,0.8672000020742416,2.5087644159793854
138,0.8671999871730804,2.516528606414795
139,0.8587999790906906,2.6046049892902374
140,0.8607999980449677,2.600656658411026
141,0.8708000034093857,2.5996093153953552
142,0.8623999953269958,2.5760755836963654
143,0.8663999885320663,2.569564640522003
144,0.8664000034332275,2.526400536298752
145,0.8651999980211258,2.592193990945816
146,0.8644000142812729,2.6628144085407257
147,0.8671999871730804,2.5121521651744843
148,0.8687999993562698,2.586724638938904
149,0.8735999912023544,2.555054396390915
150,0.8724000155925751,2.63982430100441
151,0.8727999925613403,2.5414218604564667
152,0.8716000020503998,2.5851748883724213
153,0.8752000033855438,2.556198239326477
154,0.8696000128984451,2.5124856531620026
155,0.8771999776363373,2.652455896139145
156,0.873199999332428,2.5456630885601044
157,0.8791999965906143,2.566791832447052
158,0.876800000667572,2.598204106092453
159,0.8731999844312668,2.4855719208717346
160,0.874799981713295,2.635139137506485
161,0.8840000182390213,2.692465156316757
162,0.8792000114917755,2.543956309556961
163,0.8760000020265579,2.5635198652744293
164,0.8752000033855438,2.5022262632846832
165,0.8808000087738037,2.5961890518665314
166,0.8827999979257584,2.5937008559703827
167,0.8852000087499619,2.6067074835300446
168,0.8812000006437302,2.6563403010368347
169,0.8835999965667725,2.570330500602722
170,0.8863999992609024,2.615851491689682
171,0.8848000168800354,2.6264197528362274
172,0.8843999952077866,2.600825011730194
173,0.8876000046730042,2.697295755147934
174,0.8872000128030777,2.653647720813751
175,0.8907999992370605,2.580280750989914
176,0.893200010061264,2.546224355697632
177,0.8907999843358994,2.5968933701515198
178,0.8915999978780746,2.5665664076805115
179,0.8948000073432922,2.712989032268524
180,0.894799992442131,2.5813640654087067
181,0.8935999870300293,2.645555794239044
182,0.8967999964952469,2.4559251964092255
183,0.8936000019311905,2.6461938321590424
184,0.8927999883890152,2.627865493297577
185,0.8964000195264816,2.5865528881549835
186,0.8992000073194504,2.549473613500595
187,0.8955999910831451,2.6031735241413116
