step,top_1_accuracy,top_3_accuracy,time
0,0.3389714296375002,0.6923428646155766,6.3335128511701315
1,0.4026285729237965,0.7609142873968396,2.084099735532488
2,0.45325714136872974,0.7930285717759814,2.055171915463039
3,0.46742857141154154,0.7954285740852356,2.141151019505092
4,0.4825142877442496,0.8145142836230141,2.143269964626857
5,0.49668571778706144,0.8252571523189545,2.1716436658586775
6,0.5148571474211556,0.8373714302267347,2.158364074570792
7,0.5228571423462459,0.8355428619044167,2.248668381146022
8,0.5395428538322449,0.8450285707201276,2.2601367916379655
9,0.5448000005313328,0.8517714355673108,2.261089035442897
10,0.5466285773686,0.8475428606782641,2.288070627621242
11,0.5480000036103385,0.8522285776478904,2.338492444583348
12,0.5508571480001722,0.8534857204982212,2.2413276774542674
13,0.5671999965395246,0.8569142946175167,2.30912298815591
14,0.5739428699016571,0.8667428578649249,2.2621318101882935
15,0.5810285764081138,0.8674285667283195,2.183612482888358
16,0.583771424634116,0.8655999984060015,2.361026508467538
17,0.5776000108037677,0.8737142852374485,2.2588680471692766
18,0.5917714280741555,0.8733714350632259,2.272193363734654
19,0.6007999948092869,0.8806857168674469,2.4096899713788713
20,0.6021714380809239,0.8794285697596413,2.2840942314692905
21,0.5894857176712581,0.8692571435655866,2.3335486139569963
22,0.6085714229515621,0.8841142952442169,2.3377317701067244
23,0.5979428589344025,0.8743999941008431,2.2816782678876604
24,0.6082285727773394,0.8816000052860805,2.258338451385498
25,0.6156571422304425,0.8854857087135315,2.2380399193082536
26,0.6268571444920131,0.8859428593090602,2.303909574236189
27,0.6125714353152684,0.879999999489103,2.375456758907863
28,0.6206857136317662,0.8892571415219989,2.3027992929731096
29,0.6146285704204014,0.8825142851897648,2.2692195006779263
30,0.6282285707337516,0.886742855821337,2.3218997376305714
31,0.6408000034945351,0.8930285785879407,2.2912892614092146
32,0.6398857193333762,0.8917714272226606,2.276476962225778
33,0.6371428540774754,0.8925714365073613,2.2720437731061662
34,0.6454857119492122,0.895885705947876,2.2041206700461253
35,0.6431999972888401,0.894971421786717,2.3738881008965627
36,0.6577142860208239,0.8995428553649357,2.2753956488200595
37,0.6730285670076098,0.9021714287144798,2.2376721245901927
38,0.6605714304106576,0.9036571426051003,2.307396411895752
39,0.668457146201815,0.9023999997547695,2.1896776982716153
40,0.6495999949319022,0.8962285688945225,2.29990599836622
41,0.6699428600924355,0.8972571449620383,2.4126032250268117
42,0.6724571543080466,0.907200004373278,2.2987355334418162
43,0.6714285739830562,0.9027428541864667,2.2962950468063354
