2024-10-03 17:14:09,444 - my_logger - DEBUG - Rank 12: R0 :t0, hTrue; R1 :t0, hTrue; R2 :t0, hTrue; R3 :t0, hTrue; R4 :t0, hTrue; R5 :t0, hTrue; R6 :t0, hTrue; R7 :t0, hTrue; R8 :t0, hTrue; R9 :t0, hTrue; R10 :t0, hTrue; R11 :t0, hTrue; R12 :t1, hTrue; R13 :t0, hTrue; R14 :t0, hTrue; R15 :t0, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:11,586 - my_logger - DEBUG - Rank 12: R0 :t12, hTrue; R1 :t0, hTrue; R2 :t12, hTrue; R3 :t27, hTrue; R4 :t27, hTrue; R5 :t27, hTrue; R6 :t27, hTrue; R7 :t27, hTrue; R8 :t30, hTrue; R9 :t27, hTrue; R10 :t27, hTrue; R11 :t27, hTrue; R12 :t50, hTrue; R13 :t12, hTrue; R14 :t51, hTrue; R15 :t30, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:13,659 - my_logger - DEBUG - Rank 12: R0 :t12, hTrue; R1 :t0, hTrue; R2 :t20, hTrue; R3 :t27, hTrue; R4 :t51, hTrue; R5 :t27, hTrue; R6 :t27, hTrue; R7 :t64, hTrue; R8 :t67, hTrue; R9 :t64, hTrue; R10 :t64, hTrue; R11 :t64, hTrue; R12 :t99, hTrue; R13 :t64, hTrue; R14 :t64, hTrue; R15 :t64, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:15,733 - my_logger - DEBUG - Rank 12: R0 :t27, hTrue; R1 :t20, hTrue; R2 :t27, hTrue; R3 :t101, hTrue; R4 :t101, hTrue; R5 :t64, hTrue; R6 :t64, hTrue; R7 :t101, hTrue; R8 :t138, hTrue; R9 :t101, hTrue; R10 :t101, hTrue; R11 :t101, hTrue; R12 :t148, hTrue; R13 :t101, hTrue; R14 :t101, hTrue; R15 :t101, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:18,034 - my_logger - DEBUG - Rank 12: R0 :t64, hTrue; R1 :t64, hTrue; R2 :t88, hTrue; R3 :t175, hTrue; R4 :t175, hTrue; R5 :t138, hTrue; R6 :t138, hTrue; R7 :t175, hTrue; R8 :t178, hTrue; R9 :t175, hTrue; R10 :t175, hTrue; R11 :t175, hTrue; R12 :t197, hTrue; R13 :t175, hTrue; R14 :t199, hTrue; R15 :t175, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:20,463 - my_logger - DEBUG - Rank 12: R0 :t101, hTrue; R1 :t101, hTrue; R2 :t125, hTrue; R3 :t212, hTrue; R4 :t212, hTrue; R5 :t212, hTrue; R6 :t212, hTrue; R7 :t249, hTrue; R8 :t249, hTrue; R9 :t236, hTrue; R10 :t249, hTrue; R11 :t249, hTrue; R12 :t246, hTrue; R13 :t249, hTrue; R14 :t249, hTrue; R15 :t249, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:22,845 - my_logger - DEBUG - Rank 12: R0 :t138, hTrue; R1 :t138, hTrue; R2 :t138, hTrue; R3 :t249, hTrue; R4 :t249, hTrue; R5 :t249, hTrue; R6 :t249, hTrue; R7 :t249, hTrue; R8 :t249, hTrue; R9 :t249, hTrue; R10 :t249, hTrue; R11 :t249, hTrue; R12 :t295, hTrue; R13 :t249, hTrue; R14 :t249, hTrue; R15 :t249, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:25,240 - my_logger - DEBUG - Rank 12: R0 :t138, hTrue; R1 :t162, hTrue; R2 :t138, hTrue; R3 :t249, hTrue; R4 :t273, hTrue; R5 :t273, hTrue; R6 :t249, hTrue; R7 :t286, hTrue; R8 :t286, hTrue; R9 :t286, hTrue; R10 :t286, hTrue; R11 :t286, hTrue; R12 :t344, hTrue; R13 :t286, hTrue; R14 :t286, hTrue; R15 :t286, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:27,651 - my_logger - DEBUG - Rank 12: R0 :t175, hTrue; R1 :t175, hTrue; R2 :t175, hTrue; R3 :t286, hTrue; R4 :t286, hTrue; R5 :t286, hTrue; R6 :t286, hTrue; R7 :t323, hTrue; R8 :t326, hTrue; R9 :t323, hTrue; R10 :t323, hTrue; R11 :t323, hTrue; R12 :t393, hTrue; R13 :t286, hTrue; R14 :t323, hTrue; R15 :t323, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:30,029 - my_logger - DEBUG - Rank 12: R0 :t175, hTrue; R1 :t236, hTrue; R2 :t175, hTrue; R3 :t323, hTrue; R4 :t323, hTrue; R5 :t323, hTrue; R6 :t286, hTrue; R7 :t360, hTrue; R8 :t360, hTrue; R9 :t360, hTrue; R10 :t360, hTrue; R11 :t323, hTrue; R12 :t442, hTrue; R13 :t323, hTrue; R14 :t347, hTrue; R15 :t326, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:32,398 - my_logger - DEBUG - Rank 12: R0 :t175, hTrue; R1 :t249, hTrue; R2 :t199, hTrue; R3 :t323, hTrue; R4 :t323, hTrue; R5 :t323, hTrue; R6 :t323, hTrue; R7 :t397, hTrue; R8 :t397, hTrue; R9 :t360, hTrue; R10 :t397, hTrue; R11 :t360, hTrue; R12 :t491, hTrue; R13 :t323, hTrue; R14 :t360, hTrue; R15 :t360, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
