2024-10-03 17:14:09,462 - my_logger - DEBUG - Rank 14: R0 :t0, hTrue; R1 :t0, hTrue; R2 :t0, hTrue; R3 :t0, hTrue; R4 :t0, hTrue; R5 :t0, hTrue; R6 :t0, hTrue; R7 :t0, hTrue; R8 :t0, hTrue; R9 :t0, hTrue; R10 :t0, hTrue; R11 :t0, hTrue; R12 :t0, hTrue; R13 :t0, hTrue; R14 :t1, hTrue; R15 :t0, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:11,549 - my_logger - DEBUG - Rank 14: R0 :t12, hTrue; R1 :t0, hTrue; R2 :t12, hTrue; R3 :t27, hTrue; R4 :t27, hTrue; R5 :t27, hTrue; R6 :t27, hTrue; R7 :t27, hTrue; R8 :t27, hTrue; R9 :t27, hTrue; R10 :t30, hTrue; R11 :t27, hTrue; R12 :t27, hTrue; R13 :t12, hTrue; R14 :t50, hTrue; R15 :t27, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:13,589 - my_logger - DEBUG - Rank 14: R0 :t12, hTrue; R1 :t0, hTrue; R2 :t12, hTrue; R3 :t27, hTrue; R4 :t27, hTrue; R5 :t27, hTrue; R6 :t27, hTrue; R7 :t64, hTrue; R8 :t64, hTrue; R9 :t64, hTrue; R10 :t64, hTrue; R11 :t64, hTrue; R12 :t64, hTrue; R13 :t51, hTrue; R14 :t99, hTrue; R15 :t64, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:15,641 - my_logger - DEBUG - Rank 14: R0 :t27, hTrue; R1 :t12, hTrue; R2 :t27, hTrue; R3 :t101, hTrue; R4 :t101, hTrue; R5 :t64, hTrue; R6 :t64, hTrue; R7 :t101, hTrue; R8 :t138, hTrue; R9 :t101, hTrue; R10 :t101, hTrue; R11 :t101, hTrue; R12 :t101, hTrue; R13 :t101, hTrue; R14 :t148, hTrue; R15 :t101, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:17,882 - my_logger - DEBUG - Rank 14: R0 :t64, hTrue; R1 :t64, hTrue; R2 :t88, hTrue; R3 :t175, hTrue; R4 :t175, hTrue; R5 :t138, hTrue; R6 :t138, hTrue; R7 :t175, hTrue; R8 :t175, hTrue; R9 :t175, hTrue; R10 :t175, hTrue; R11 :t175, hTrue; R12 :t175, hTrue; R13 :t175, hTrue; R14 :t197, hTrue; R15 :t175, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:20,265 - my_logger - DEBUG - Rank 14: R0 :t101, hTrue; R1 :t101, hTrue; R2 :t125, hTrue; R3 :t212, hTrue; R4 :t212, hTrue; R5 :t212, hTrue; R6 :t212, hTrue; R7 :t236, hTrue; R8 :t236, hTrue; R9 :t236, hTrue; R10 :t236, hTrue; R11 :t236, hTrue; R12 :t236, hTrue; R13 :t236, hTrue; R14 :t246, hTrue; R15 :t236, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:22,648 - my_logger - DEBUG - Rank 14: R0 :t138, hTrue; R1 :t138, hTrue; R2 :t138, hTrue; R3 :t249, hTrue; R4 :t249, hTrue; R5 :t249, hTrue; R6 :t249, hTrue; R7 :t249, hTrue; R8 :t249, hTrue; R9 :t249, hTrue; R10 :t249, hTrue; R11 :t249, hTrue; R12 :t249, hTrue; R13 :t249, hTrue; R14 :t295, hTrue; R15 :t249, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:25,021 - my_logger - DEBUG - Rank 14: R0 :t138, hTrue; R1 :t138, hTrue; R2 :t138, hTrue; R3 :t249, hTrue; R4 :t249, hTrue; R5 :t249, hTrue; R6 :t249, hTrue; R7 :t286, hTrue; R8 :t286, hTrue; R9 :t286, hTrue; R10 :t286, hTrue; R11 :t286, hTrue; R12 :t286, hTrue; R13 :t273, hTrue; R14 :t344, hTrue; R15 :t286, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:27,408 - my_logger - DEBUG - Rank 14: R0 :t175, hTrue; R1 :t175, hTrue; R2 :t175, hTrue; R3 :t286, hTrue; R4 :t286, hTrue; R5 :t286, hTrue; R6 :t286, hTrue; R7 :t323, hTrue; R8 :t323, hTrue; R9 :t323, hTrue; R10 :t323, hTrue; R11 :t323, hTrue; R12 :t323, hTrue; R13 :t286, hTrue; R14 :t393, hTrue; R15 :t323, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:29,766 - my_logger - DEBUG - Rank 14: R0 :t175, hTrue; R1 :t212, hTrue; R2 :t175, hTrue; R3 :t310, hTrue; R4 :t323, hTrue; R5 :t323, hTrue; R6 :t286, hTrue; R7 :t360, hTrue; R8 :t360, hTrue; R9 :t360, hTrue; R10 :t360, hTrue; R11 :t323, hTrue; R12 :t323, hTrue; R13 :t323, hTrue; R14 :t442, hTrue; R15 :t323, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:32,129 - my_logger - DEBUG - Rank 14: R0 :t175, hTrue; R1 :t249, hTrue; R2 :t175, hTrue; R3 :t323, hTrue; R4 :t323, hTrue; R5 :t323, hTrue; R6 :t323, hTrue; R7 :t360, hTrue; R8 :t360, hTrue; R9 :t360, hTrue; R10 :t363, hTrue; R11 :t360, hTrue; R12 :t360, hTrue; R13 :t323, hTrue; R14 :t491, hTrue; R15 :t360, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:34,512 - my_logger - DEBUG - Rank 14: R0 :t175, hTrue; R1 :t286, hTrue; R2 :t212, hTrue; R3 :t323, hTrue; R4 :t360, hTrue; R5 :t360, hTrue; R6 :t323, hTrue; R7 :t397, hTrue; R8 :t397, hTrue; R9 :t360, hTrue; R10 :t397, hTrue; R11 :t360, hTrue; R12 :t360, hTrue; R13 :t360, hTrue; R14 :t540, hTrue; R15 :t360, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:36,886 - my_logger - DEBUG - Rank 14: R0 :t175, hTrue; R1 :t286, hTrue; R2 :t212, hTrue; R3 :t360, hTrue; R4 :t397, hTrue; R5 :t397, hTrue; R6 :t360, hTrue; R7 :t434, hTrue; R8 :t434, hTrue; R9 :t397, hTrue; R10 :t434, hTrue; R11 :t397, hTrue; R12 :t397, hTrue; R13 :t397, hTrue; R14 :t589, hTrue; R15 :t397, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:39,255 - my_logger - DEBUG - Rank 14: R0 :t212, hTrue; R1 :t310, hTrue; R2 :t249, hTrue; R3 :t360, hTrue; R4 :t397, hTrue; R5 :t397, hTrue; R6 :t360, hTrue; R7 :t471, hTrue; R8 :t471, hTrue; R9 :t434, hTrue; R10 :t471, hTrue; R11 :t397, hTrue; R12 :t434, hTrue; R13 :t397, hTrue; R14 :t638, hTrue; R15 :t434, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:41,658 - my_logger - DEBUG - Rank 14: R0 :t212, hTrue; R1 :t323, hTrue; R2 :t249, hTrue; R3 :t397, hTrue; R4 :t434, hTrue; R5 :t397, hTrue; R6 :t397, hTrue; R7 :t508, hTrue; R8 :t508, hTrue; R9 :t471, hTrue; R10 :t508, hTrue; R11 :t434, hTrue; R12 :t471, hTrue; R13 :t434, hTrue; R14 :t687, hTrue; R15 :t471, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:44,035 - my_logger - DEBUG - Rank 14: R0 :t249, hTrue; R1 :t323, hTrue; R2 :t286, hTrue; R3 :t421, hTrue; R4 :t434, hTrue; R5 :t434, hTrue; R6 :t397, hTrue; R7 :t508, hTrue; R8 :t545, hTrue; R9 :t508, hTrue; R10 :t545, hTrue; R11 :t471, hTrue; R12 :t508, hTrue; R13 :t471, hTrue; R14 :t736, hTrue; R15 :t508, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:46,382 - my_logger - DEBUG - Rank 14: R0 :t286, hTrue; R1 :t323, hTrue; R2 :t286, hTrue; R3 :t434, hTrue; R4 :t434, hTrue; R5 :t434, hTrue; R6 :t434, hTrue; R7 :t545, hTrue; R8 :t582, hTrue; R9 :t508, hTrue; R10 :t545, hTrue; R11 :t508, hTrue; R12 :t508, hTrue; R13 :t508, hTrue; R14 :t785, hTrue; R15 :t545, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:48,769 - my_logger - DEBUG - Rank 14: R0 :t286, hTrue; R1 :t360, hTrue; R2 :t286, hTrue; R3 :t434, hTrue; R4 :t471, hTrue; R5 :t458, hTrue; R6 :t434, hTrue; R7 :t582, hTrue; R8 :t582, hTrue; R9 :t545, hTrue; R10 :t582, hTrue; R11 :t508, hTrue; R12 :t545, hTrue; R13 :t508, hTrue; R14 :t834, hTrue; R15 :t545, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:51,121 - my_logger - DEBUG - Rank 14: R0 :t286, hTrue; R1 :t397, hTrue; R2 :t286, hTrue; R3 :t471, hTrue; R4 :t471, hTrue; R5 :t471, hTrue; R6 :t434, hTrue; R7 :t582, hTrue; R8 :t582, hTrue; R9 :t545, hTrue; R10 :t582, hTrue; R11 :t545, hTrue; R12 :t545, hTrue; R13 :t511, hTrue; R14 :t883, hTrue; R15 :t582, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:53,475 - my_logger - DEBUG - Rank 14: R0 :t286, hTrue; R1 :t397, hTrue; R2 :t323, hTrue; R3 :t471, hTrue; R4 :t471, hTrue; R5 :t471, hTrue; R6 :t434, hTrue; R7 :t619, hTrue; R8 :t619, hTrue; R9 :t582, hTrue; R10 :t619, hTrue; R11 :t545, hTrue; R12 :t582, hTrue; R13 :t545, hTrue; R14 :t932, hTrue; R15 :t582, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:55,864 - my_logger - DEBUG - Rank 14: R0 :t323, hTrue; R1 :t421, hTrue; R2 :t323, hTrue; R3 :t471, hTrue; R4 :t495, hTrue; R5 :t471, hTrue; R6 :t471, hTrue; R7 :t619, hTrue; R8 :t619, hTrue; R9 :t582, hTrue; R10 :t619, hTrue; R11 :t545, hTrue; R12 :t582, hTrue; R13 :t545, hTrue; R14 :t981, hTrue; R15 :t582, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
2024-10-03 17:14:58,244 - my_logger - DEBUG - Rank 14: R0 :t323, hTrue; R1 :t434, hTrue; R2 :t347, hTrue; R3 :t508, hTrue; R4 :t508, hTrue; R5 :t508, hTrue; R6 :t471, hTrue; R7 :t619, hTrue; R8 :t619, hTrue; R9 :t582, hTrue; R10 :t622, hTrue; R11 :t582, hTrue; R12 :t582, hTrue; R13 :t545, hTrue; R14 :t1030, hTrue; R15 :t606, hTrue; identity : 1 currentTerm : 0 votedFor : None leader_rank : 0 election_period : -1  , 
