step,accuracy,time
0,0.31599999964237213,1.4241344332695007
1,0.35840000212192535,1.5618886947631836
2,0.4060000032186508,1.5668864250183105
3,0.43320000171661377,1.7729793190956116
4,0.4675999879837036,1.920981764793396
5,0.46079999953508377,1.8928745985031128
6,0.4772000014781952,1.892517864704132
7,0.4896000102162361,1.9098390340805054
8,0.5055999904870987,1.8862005472183228
9,0.52640001475811,1.8840965628623962
10,0.537200003862381,1.901478111743927
11,0.5119999945163727,1.896001935005188
12,0.5492000132799149,1.887085735797882
13,0.5483999997377396,1.9155490398406982
14,0.5548000037670135,1.899065911769867
15,0.5476000159978867,1.8797357678413391
16,0.5708000063896179,1.9069570302963257
17,0.5719999969005585,1.8959538340568542
18,0.5799999982118607,1.8779024481773376
19,0.5796000063419342,1.9030775427818298
20,0.6080000102519989,1.8976404666900635
21,0.588000014424324,1.8826997876167297
22,0.6072000116109848,1.9170381426811218
23,0.6155999898910522,1.8844444751739502
24,0.636000007390976,1.8932055830955505
25,0.6327999979257584,1.9230157732963562
26,0.6304000169038773,1.9013529419898987
27,0.660400003194809,1.8916135430335999
28,0.6552000045776367,1.9041306376457214
29,0.6732000112533569,1.8988592028617859
30,0.6620000153779984,1.888065218925476
31,0.6780000030994415,1.9124773740768433
32,0.6728000193834305,1.8917682766914368
33,0.6832000017166138,1.9078542590141296
34,0.6879999935626984,1.9027464389801025
35,0.6855999976396561,1.9169792532920837
36,0.6899999976158142,1.9098588228225708
37,0.7036000043153763,1.9058995246887207
38,0.7023999840021133,1.9137216210365295
39,0.6995999962091446,1.9050662517547607
40,0.7164000123739243,1.890869915485382
41,0.7184000015258789,1.9177336692810059
42,0.7368000000715256,1.9010419845581055
43,0.7180000096559525,1.8920103907585144
44,0.7308000028133392,1.9198437929153442
45,0.7388000041246414,1.906802237033844
46,0.7391999959945679,1.8974803686141968
47,0.739999994635582,1.9163846969604492
48,0.7448000013828278,1.902578055858612
49,0.7316000014543533,1.895625352859497
50,0.7479999959468842,1.9081166982650757
51,0.7367999851703644,1.8919828534126282
52,0.7504000067710876,1.8832893371582031
53,0.7479999959468842,1.9012395739555359
54,0.7476000040769577,1.8916875123977661
55,0.7604000121355057,1.8822004199028015
56,0.7639999985694885,1.9032958149909973
57,0.7627999931573868,1.887117326259613
58,0.7675999999046326,1.8786640167236328
59,0.7820000052452087,1.9024261832237244
60,0.766400009393692,1.8917531967163086
61,0.7696000188589096,1.9002101421356201
62,0.7760000079870224,1.909017264842987
63,0.7748000025749207,1.907852292060852
64,0.7815999984741211,1.900013506412506
65,0.7832000106573105,1.9145727753639221
66,0.7776000052690506,1.904209554195404
67,0.7888000011444092,1.9076374173164368
68,0.7848000079393387,1.920777976512909
69,0.7767999917268753,1.89987450838089
70,0.7847999930381775,1.9096529483795166
71,0.7883999943733215,1.8925726413726807
72,0.7932000011205673,1.9173798561096191
73,0.7879999876022339,1.9128800630569458
74,0.7863999903202057,1.903483271598816
75,0.8060000091791153,1.925395905971527
76,0.7928000092506409,1.904646396636963
77,0.8019999861717224,1.9038297533988953
78,0.7992000132799149,1.9189319610595703
79,0.7999999821186066,1.9058794975280762
80,0.7980000078678131,1.8977307081222534
81,0.8123999834060669,1.9176859855651855
82,0.8056000024080276,1.898714303970337
83,0.8128000050783157,1.9027966856956482
84,0.8119999915361404,1.918455421924591
85,0.8099999874830246,1.918803334236145
86,0.8084000051021576,1.9005269408226013
87,0.8091999888420105,1.9254100322723389
88,0.811599999666214,1.909851610660553
89,0.8196000009775162,1.8942667841911316
90,0.8183999955654144,1.910611867904663
91,0.823199987411499,1.9031204581260681
92,0.8180000185966492,1.9031696915626526
93,0.8164000064134598,1.910393238067627
94,0.8188000172376633,1.9072691798210144
95,0.8091999888420105,1.9021897912025452
96,0.8252000063657761,1.9185091257095337
97,0.8171999901533127,1.9064770936965942
98,0.8268000036478043,1.9095435738563538
99,0.8335999995470047,1.9220057725906372
100,0.8320000022649765,1.9047200083732605
101,0.8284000009298325,1.89957857131958
102,0.8183999806642532,1.9161381125450134
103,0.8255999833345413,1.9117158651351929
104,0.8292000144720078,1.9095770716667175
105,0.8260000050067902,1.9201841950416565
106,0.8303999900817871,1.906517744064331
107,0.8359999805688858,1.9116899967193604
108,0.8367999941110611,1.898848056793213
109,0.83440001308918,1.911181390285492
110,0.8352000117301941,1.9115718603134155
111,0.8368000090122223,1.8997734785079956
112,0.8412000089883804,1.9163269996643066
113,0.8367999941110611,1.912083625793457
114,0.8416000008583069,1.8979997038841248
115,0.8343999981880188,1.9225454926490784
116,0.8372000008821487,1.908616840839386
117,0.8491999953985214,1.8988649249076843
118,0.8348000049591064,1.9164829850196838
119,0.8324000090360641,1.9032589197158813
120,0.8391999900341034,1.89864844083786
121,0.8504000008106232,1.9147236347198486
122,0.846000000834465,1.9087673425674438
123,0.8396000117063522,1.8957762718200684
124,0.8444000035524368,1.905339777469635
125,0.8491999804973602,1.9004772901535034
126,0.8456000089645386,1.888424038887024
127,0.8456000089645386,1.908970057964325
128,0.8547999858856201,1.8942901492118835
129,0.8448000103235245,1.8830110430717468
130,0.8636000007390976,1.9089876413345337
131,0.8527999967336655,1.8956999778747559
132,0.8559999912977219,1.8836739659309387
133,0.8599999994039536,1.9000598788261414
134,0.856799989938736,1.894319772720337
135,0.8592000007629395,1.882908582687378
136,0.8583999872207642,1.9154953956604004
137,0.8563999980688095,1.9089301228523254
138,0.858800008893013,1.902661383152008
139,0.8615999966859818,1.9181925058364868
140,0.8636000007390976,1.9114828705787659
141,0.8647999912500381,1.905705213546753
142,0.8587999939918518,1.9206202626228333
143,0.8680000007152557,1.904923439025879
144,0.8559999912977219,1.9104762077331543
145,0.8612000048160553,1.8940964937210083
146,0.863999992609024,1.9280177354812622
147,0.8740000128746033,1.9089406728744507
148,0.8739999979734421,1.899078130722046
149,0.8684000074863434,1.9243032336235046
150,0.8711999803781509,1.909302532672882
151,0.8676000088453293,1.902649998664856
152,0.8660000115633011,1.9250131249427795
153,0.8623999953269958,1.9203802943229675
154,0.8687999993562698,1.9055601358413696
155,0.8687999993562698,1.9331935048103333
156,0.8763999938964844,1.911959946155548
157,0.8760000169277191,1.9009751677513123
158,0.8760000020265579,1.9167468547821045
