step,top_1_accuracy,top_3_accuracy
15505,0.5091000199317932,0.8271999955177307
18912,0.5820000171661377,0.8626000285148621
22389,0.6191999912261963,0.8881000280380249
26114,0.6524999737739563,0.907800018787384
29577,0.6834999918937683,0.9171000123023987
33116,0.6897000074386597,0.9204000234603882
36800,0.722000002861023,0.9354000091552734
40341,0.7311000227928162,0.9359999895095825
43866,0.7524999976158142,0.9438999891281128
47616,0.7409999966621399,0.9398000240325928
51090,0.7592999935150146,0.9502000212669373
54569,0.7519999742507935,0.9470000267028809
58346,0.770799994468689,0.9521999955177307
61867,0.7682999968528748,0.9526000022888184
65334,0.7329000234603882,0.9415000081062317
69116,0.7441999912261963,0.9329000115394592
72628,0.762499988079071,0.945900022983551
76113,0.7989000082015991,0.9570000171661377
79812,0.7836999893188477,0.9544000029563904
83271,0.8051000237464905,0.9573000073432922
86804,0.8090000152587891,0.9621000289916992
90526,0.7684000134468079,0.9456999897956848
94015,0.8113999962806702,0.9595000147819519
97543,0.8112999796867371,0.9602000117301941
101272,0.8055999875068665,0.9627000093460083
104764,0.7989000082015991,0.954800009727478
108280,0.8040000200271606,0.954800009727478
111988,0.823199987411499,0.9650999903678894
115500,0.8144000172615051,0.9639000296592712
118989,0.8248999714851379,0.9672999978065491
122791,0.7716000080108643,0.9508000016212463
126269,0.8251000046730042,0.9663000106811523
129777,0.8159000277519226,0.9659000039100647
133522,0.7990999817848206,0.9613000154495239
136984,0.8169999718666077,0.9638000130653381
140466,0.8220000267028809,0.9617999792098999
144174,0.8281999826431274,0.9688000082969666
147644,0.8327000141143799,0.9681000113487244
151143,0.8205000162124634,0.9643999934196472
154815,0.8519999980926514,0.9718000292778015
158244,0.8105999827384949,0.9569000005722046
161778,0.8288000226020813,0.9589999914169312
165522,0.8120999932289124,0.9567000269889832
169002,0.8296999931335449,0.9642999768257141
172476,0.8305000066757202,0.961899995803833
176231,0.8320000171661377,0.9718000292778015
179723,0.8377000093460083,0.9677000045776367
183211,0.842199981212616,0.9675999879837036
186973,0.8457000255584717,0.9703999757766724
190506,0.8306000232696533,0.9624000191688538
193975,0.8580999970436096,0.9740999937057495
197746,0.857699990272522,0.9722999930381775
201286,0.828000009059906,0.96670001745224
204775,0.8418999910354614,0.96670001745224
208592,0.8561999797821045,0.9761999845504761
