step,top_1_accuracy,top_3_accuracy,time
0,0.3382000010460615,0.690200001001358,3.3667750656604767
1,0.3925000000745058,0.752700001001358,2.098074793815613
2,0.4359000027179718,0.783100001513958,2.0378792732954025
3,0.46080000326037407,0.7984999977052212,2.0870560705661774
4,0.4774999972432852,0.8125000037252903,2.120664820075035
5,0.4965000059455633,0.8242000043392181,2.240123599767685
6,0.5048000067472458,0.829900000244379,2.324139028787613
7,0.5261000040918589,0.8446999974548817,2.4097647666931152
8,0.535100007429719,0.8417999967932701,2.2384389638900757
9,0.545099999755621,0.8464000001549721,2.342763230204582
10,0.5428999997675419,0.8473000079393387,2.42094886302948
11,0.5582999996840954,0.8592999987304211,2.3298503756523132
12,0.5515999961644411,0.853300005197525,2.2751323878765106
13,0.564800001680851,0.8615000061690807,2.413689151406288
14,0.5778000056743622,0.8647000044584274,2.2876808792352676
15,0.5720000006258488,0.8656000010669231,2.348800227046013
16,0.590400006622076,0.878700003027916,2.3808475136756897
17,0.5760000087320805,0.865800004452467,2.405798926949501
18,0.5775000005960464,0.8672000057995319,2.329591393470764
19,0.6007999964058399,0.8674999959766865,2.3730696737766266
20,0.6031000055372715,0.8784000091254711,2.3016739189624786
21,0.588699996471405,0.8670000098645687,2.3729370832443237
22,0.6103000044822693,0.883200004696846,2.3487150073051453
23,0.6149999983608723,0.881999995559454,2.3469898253679276
24,0.6064000055193901,0.8808000013232231,2.4497141391038895
25,0.6102000065147877,0.8801000043749809,2.4244188964366913
26,0.6138000022619963,0.8852999955415726,2.4494705498218536
27,0.6184000000357628,0.8852999955415726,2.2482462376356125
28,0.621200006455183,0.8901000060141087,2.3977978229522705
29,0.6306000053882599,0.8862000033259392,2.330394893884659
30,0.6293999999761581,0.8898999989032745,2.360660210251808
31,0.6283999979496002,0.8893999978899956,2.4505634158849716
32,0.6369000039994717,0.8924000039696693,2.375621423125267
33,0.623599998652935,0.8785000033676624,2.367477208375931
34,0.6449000053107738,0.898400004953146,2.378300830721855
35,0.6405000053346157,0.9004999957978725,2.4085167199373245
36,0.646720004081726,0.8894933303197224,2.4010981768369675
37,0.6776533325513204,0.9028266668319702,2.288906955718994
38,0.653440002600352,0.895253332455953,2.4272870699564617
39,0.6514133413632711,0.8933333277702331,2.391104984283447
40,0.648639992872874,0.8987733324368795,2.352928113937378
41,0.6622933348019918,0.8994133313496907,2.340466594696045
42,0.6614400029182435,0.9006933450698853,2.3162486076354982
43,0.6670933405558268,0.9034666697184245,2.4148980299631755
44,0.6704000035921732,0.8989866693814595,2.369161081314087
45,0.6793599963188172,0.9057066798210144,2.2736238479614257
46,0.6538666566212972,0.8958933432896932,2.309037717183431
47,0.6729599952697753,0.909333336353302,2.3878936449686687
48,0.6862933357556661,0.9100800037384034,2.3950717290242514
49,0.686080006758372,0.9152000069618225,2.2691410541534425
50,0.6869333346684774,0.9063466707865397,2.456233819325765
51,0.6891733368237813,0.9080533345540365,2.3851564089457193
52,0.6796800057093303,0.9111466606458029,2.3207746346791587
53,0.6844799995422364,0.9111466606458029,2.450682544708252
54,0.7112533251444498,0.9191466649373372,2.320620552698771
55,0.6990933418273926,0.9201066692670187,2.2982426325480145
56,0.7036799987157186,0.918613338470459,2.3862852573394777
57,0.711786671479543,0.9179733316103618,2.3432952245076497
58,0.6961066683133443,0.9119999965031942,2.3453224182128904
59,0.700160006682078,0.9212799986203511,2.4277093251546225
60,0.7067733367284139,0.92096000512441,2.287990951538086
61,0.714026661713918,0.921066669623057,2.3628531455993653
62,0.7238400022188822,0.9245866696039836,2.319901164372762
63,0.7162666718165079,0.923199999332428,2.29553017616272
64,0.7174399971961976,0.9247999986012777,2.372379938761393
65,0.7133866667747497,0.9239466627438863,2.4181333859761556
66,0.725600004196167,0.9301333278417587,2.257290106553298
67,0.7180307645064133,0.9281230706434983,2.9074466778681827
68,0.7280000050862631,0.9289600014686584,3.3497196197509767
69,0.7275733391443888,0.9261866648991902,2.3394004662831622
70,0.719771432025092,0.9282285783972059,2.4275453726450604
71,0.7345454584468495,0.9291636401956732,2.375678757826487
72,0.7480000078678131,0.9351999998092652,4.231630802154541
73,0.7351999953389168,0.9310000017285347,3.9182865917682648
74,0.7357714346476963,0.9292571416922978,4.700784717287336
75,0.747699998319149,0.932499997317791,3.2259736210107803
76,0.722800001502037,0.9246999993920326,2.3401897698640823
77,0.7383999973535538,0.9322999976575375,2.4537874162197113
78,0.7405999936163425,0.9379999972879887,2.3238445967435837
