step,top_1_accuracy,top_3_accuracy,time
0,0.3481333330273628,0.6988000025351843,2.1056085228919983
1,0.40120000143845874,0.7590666661659876,1.9482544461886089
2,0.44786666830380756,0.792533333102862,1.9324950575828552
3,0.46906666954358417,0.8047999987999598,2.0097439885139465
4,0.48973333090543747,0.8177333424488703,2.0135443607966104
5,0.5097333391507467,0.8294666707515717,2.1093717018763223
6,0.5201333413521448,0.8355999986330668,2.2036737203598022
7,0.5370666732390722,0.851333330074946,2.2678029537200928
8,0.5422666718562444,0.8518666625022888,2.174843668937683
9,0.5523999979098638,0.8536000003417333,2.265113095442454
10,0.5592000037431717,0.8565333386262258,2.3422791163126626
11,0.5678666681051254,0.8671999971071879,2.2338486313819885
12,0.5642666618029276,0.8638666719198227,2.2176561752955117
13,0.578533336520195,0.8688000043233236,2.299605131149292
14,0.5925333400567373,0.8709333389997482,2.2155269980430603
15,0.5864000022411346,0.8738666673501333,2.2526735266049704
16,0.5996000071366628,0.8845333357652029,2.29935214916865
17,0.5886666725079218,0.8720000038544337,2.2967605193456015
18,0.5920000026623408,0.8764000087976456,2.213739494482676
19,0.6127999971310297,0.8755999902884165,2.233996331691742
20,0.6138666719198227,0.8869333416223526,2.216949741045634
21,0.5998666634162267,0.8746666759252548,2.2827658653259277
22,0.6212000052134196,0.8901333411534628,2.2323932449022927
23,0.622533326347669,0.8871999929348627,2.29033633073171
24,0.6233333398898443,0.8900000005960464,2.3602383732795715
25,0.6284000078837076,0.8904000073671341,2.348471164703369
26,0.6361333380142847,0.8945333311955134,2.3413001894950867
27,0.6294666628042856,0.8929333289464315,2.146977345148722
28,0.6314666718244553,0.8982666730880737,2.3096444606781006
29,0.648133342464765,0.893733337521553,2.239130894343058
30,0.6471999982992808,0.902266671260198,2.2896047830581665
31,0.648799995581309,0.8985333343346914,2.333537002404531
32,0.6457333415746689,0.8957333366076151,2.261357088883718
33,0.6401333312193552,0.8904000024000803,2.276154100894928
34,0.6653333405653635,0.9096000095208486,2.3149472077687583
